-1.248405473339952998e-02;-5.295413579232337575e-01;-2.587697347585593555e-01;5.383011506318227113e-01
9.315909708378049547e-01;-4.681088755663853629e-01;4.588554166691927172e-01;-7.979662478694349304e-01
8.806810687687069983e-01;-6.736964164398180355e-01;3.693055499625617077e-01;5.409384656752027620e-01
1.154434109128517072e-01;-9.184254281301718059e-01;-7.009261749499682281e-01;7.421213784599611785e-02
-7.023025781819955959e-01;-1.513073601583809769e-01;-3.934702622316668119e-01;9.591414180069890438e-01
-4.418730752352615365e-01;-9.713224597383351977e-02;6.744792190968140755e-01;-2.840508158982157916e-02
-1.435503479991862008e-02;-4.197811188788791448e-01;6.707429461955922712e-01;-4.748055961988417728e-01
-2.463022062094042397e-01;-4.989541880718662004e-01;7.358084852764930073e-01;6.149459631987941322e-02
-6.434495749540989351e-01;4.201567194319721921e-02;4.013746710311336674e-01;-6.337689705766680337e-01
-9.505269822873387842e-01;-4.647764738712367727e-01;-1.915888110100572028e-02;-8.882690522216589724e-01
3.393580874010388992e-01;-3.377110349235699083e-01;-5.290814559422010177e-01;-8.009768313418432761e-01
-5.389688558477110369e-01;-8.151932589862780354e-01;5.736909937312839602e-01;9.569587840465472173e-01
-9.435577410856976766e-01;8.877150651805298942e-01;-8.988719870950794277e-01;3.846719930987640979e-02
4.398809844584292694e-01;-7.571456749866840585e-01;7.175943072794923605e-01;-6.711825706853844498e-01
-3.909217233766615340e-01;-5.871029339558175852e-01;-8.183453925273465046e-02;9.134291408669819035e-01
7.701668071791973880e-01;2.021473517041665335e-01;-8.108937855473075107e-01;3.817934839652536994e-01
-3.177113100790640576e-01;-4.683971857212185785e-01;6.584288999928327168e-01;4.380055445794794888e-01
-4.088475993240725526e-01;-2.759129010574805640e-01;2.175359162220313891e-01;1.175161135726194850e-01
7.030157324313797140e-01;3.274766478173838369e-01;-1.095973457308963006e-01;4.713779611697137550e-01
9.486301333799773694e-02;4.215223103641421165e-01;-7.481136727680901544e-01;1.150587181793467639e-01
4.839003283397356192e-01;4.604857078563702188e-01;5.862839800689712000e-01;-8.876080499528071766e-01
-4.489114057639278510e-01;-3.654753116591149542e-01;8.286738837470737362e-01;1.169902162247715705e-01
1.906012601107149873e-01;-3.130422062220152846e-01;-8.541124959748518375e-01;3.595947044888725408e-01
8.818842504724040410e-01;8.466465487444205795e-01;-2.810812619692892866e-01;-2.747777287848913730e-01
5.479450515867967386e-01;-4.844782109458074526e-01;8.603119441492430575e-01;2.705339708137564081e-01
-7.014965528760779279e-01;-6.458984064575472583e-01;-1.505824191465434669e-01;9.870879118822650788e-01
-4.749605435007289156e-01;3.999559450357483836e-01;2.037127048937215079e-03;5.899658142728716470e-01
